Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,xie21_HuBERT_T24_max_0_0_4.0_3.981_13.845_8311.014,IsCorrect,ParticipantID,Trial,TrainingTalkerID_sorted,UniqueExposureTestCombination,xie21_HuBERT_T24_max_1_0_8.0_3.162_13.199_8327.564,xie21_HuBERT_T24_max_0_1_4.0_3.388_15.878_10269.004,xie21_HuBERT_T24_max_1_1_4.0_1.905_14.967_10294.778,xie21_HuBERT_T24_mean_0_0_4.0_3.981_11.214_6162.445,xie21_HuBERT_T24_mean_1_0_4.0_3.16_9.603_6195.985,xie21_HuBERT_T24_mean_0_1_2.0_2.512_11.773_8124.613,xie21_HuBERT_T24_mean_1_1_8.0_1.585_10.277_8156.522,xie21_HuBERT_CNN7_max_0_0_0.5_0.196_6.307_8462.769,xie21_HuBERT_CNN7_max_1_0_0.5_0.016_5.409_8473.172,xie21_HuBERT_CNN7_max_0_1_0.5_0.2_10.215_10415.202,xie21_HuBERT_CNN7_max_1_1_0.5_0.1_9.858_10422.493,xie21_HuBERT_CNN7_mean_0_0_8.0_0.631_5.362_6259.394,xie21_HuBERT_CNN7_mean_1_0_0.5_0.016_3.176_6277.619,xie21_HuBERT_CNN7_mean_0_1_8.0_0.02_7.5_8206.049,xie21_HuBERT_CNN7_mean_1_1_0.5_0.01_6.405_8220.728
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_035, CMN_M_016, CMN_M_037",CMN_M_032,HT1_S011,paint,0.5770346045330488,0,d9f3e90534f74db89e837afb353d1578,14,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2248,0.6603153436990347,0.6262859142498843,0.7686517152822058,0.3442301675740979,0.4102366925708091,0.4292733927536162,0.6177585891432896,0.5596740406009227,0.9537252453017034,0.5539033677362316,0.743696078669084,0.551229211204548,0.9277261889227548,0.9808659734289578,0.9541314948414483
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_035, CMN_M_016, CMN_M_037",CMN_M_032,HT1_S011,dripped,0.4927429622261299,0,d9f3e90534f74db89e837afb353d1578,14,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",840,0.5791338364044718,0.5475287611675856,0.7127082908220974,0.20112583803688916,0.26891056743441333,0.3047526199066469,0.5084612178356361,0.4771916091333691,0.9413927312849356,0.4709287122120984,0.6855951778960239,0.5272198369609906,0.9263229216024819,0.9796685033680074,0.9532691067355767
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_035, CMN_M_016, CMN_M_037",CMN_M_032,HT1_S011,ground,0.6964357440247066,1,d9f3e90534f74db89e837afb353d1578,14,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1416,0.7583382059197504,0.7349962207603266,0.8410367487658388,0.5789383810196066,0.6471417759389612,0.6753611583395802,0.809235947522305,0.4435175883193973,0.9357856813543574,0.4371250385605416,0.6604690528666831,0.4171942096918313,0.9106796136168516,0.9721383623132273,0.9431549993799224
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_070, ENG_M_131",CMN_M_043,HT1_S011,paint,,1,af3712ed6ff4c8d391d94f287dcef01b,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2244,,,0.20525331250163054,,,,0.2545712258279164,,,,0.40648346007999553,,,,0.9060896610091504
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_070, ENG_M_131",CMN_M_043,HT1_S011,dripped,,1,af3712ed6ff4c8d391d94f287dcef01b,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",836,,,0.7570624021891798,,,,0.3263352674968332,,,,0.554668060159758,,,,0.9235766898456393
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_070, ENG_M_131",CMN_M_043,HT1_S011,ground,,1,af3712ed6ff4c8d391d94f287dcef01b,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1412,,,0.7517944272870187,,,,0.7176691399274153,,,,0.616502106221152,,,,0.9339589814232923
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070",CMN_M_043,HT1_S011,paint,,1,1d03da118b62f9218776009d870e45e4,15,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2244,,,0.20525331250163054,,,,0.2545712258279164,,,,0.40648346007999553,,,,0.9060896610091504
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070",CMN_M_043,HT1_S011,dripped,,1,1d03da118b62f9218776009d870e45e4,15,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",836,,,0.7570624021891798,,,,0.3263352674968332,,,,0.554668060159758,,,,0.9235766898456393
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070",CMN_M_043,HT1_S011,ground,,1,1d03da118b62f9218776009d870e45e4,15,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1412,,,0.7517944272870187,,,,0.7176691399274153,,,,0.616502106221152,,,,0.9339589814232923
Talker-specific,CMN_M_032,CMN_M_032,HT1_S011,paint,,1,b2a08929c28b0bc95a58d830f0de0c3d,4,CMN_M_032,2269,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S011,dripped,,1,b2a08929c28b0bc95a58d830f0de0c3d,4,CMN_M_032,861,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S011,ground,,1,b2a08929c28b0bc95a58d830f0de0c3d,4,CMN_M_032,1437,,,1.0,,,,1.0,,,,1.0,,,,1.0
Control,"ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070, ENG_M_055",CMN_M_035,HT1_S011,paint,,0,8dc940089d6a1e6265796ed4ea8bfdcf,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2242,,,0.63521157090031,,,,0.5918768983583338,,,,0.5867748023183347,,,,0.942450778441551
Control,"ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070, ENG_M_055",CMN_M_035,HT1_S011,dripped,,1,8dc940089d6a1e6265796ed4ea8bfdcf,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",834,,,0.553467700736904,,,,0.5410904535966881,,,,0.6250335000829237,,,,0.9476526840946757
Control,"ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070, ENG_M_055",CMN_M_035,HT1_S011,ground,,1,8dc940089d6a1e6265796ed4ea8bfdcf,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1410,,,0.8253616614045464,,,,0.7386652532614152,,,,0.5639450486147688,,,,0.9371483040516757
Control,"ENG_M_055, ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_043,HT1_S011,paint,,0,1edff2f95a375e84c09fb075ff3d436f,6,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2244,,,0.20525331250163054,,,,0.2545712258279164,,,,0.40648346007999553,,,,0.9060896610091504
Control,"ENG_M_055, ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_043,HT1_S011,dripped,,0,1edff2f95a375e84c09fb075ff3d436f,6,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",836,,,0.7570624021891798,,,,0.3263352674968332,,,,0.554668060159758,,,,0.9235766898456393
Control,"ENG_M_055, ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_043,HT1_S011,ground,,0,1edff2f95a375e84c09fb075ff3d436f,6,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1412,,,0.7517944272870187,,,,0.7176691399274153,,,,0.616502106221152,,,,0.9339589814232923
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_037,HT1_S011,paint,0.5770346045330488,1,c1c3874d7a9510f24d96aa13ad8666eb,11,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",2246,0.6603153436990347,0.6262859142498843,0.7686517152822058,0.3668835340866439,0.43988858344042026,0.4608293140123365,0.6574190781063394,0.5276542943188524,0.9491495609550641,0.5216646784535524,0.721674848798558,0.5093192488237175,0.9261562607960879,0.9781782873569569,0.9531101102522751
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_037,HT1_S011,dripped,0.41718725774556165,1,c1c3874d7a9510f24d96aa13ad8666eb,11,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",838,0.5124802430826106,0.4752100244073632,0.6581421020398368,0.2195525036437919,0.2905119116932744,0.3238179801598094,0.5305572145576478,0.46770482869187857,0.9398508246743557,0.461400960153125,0.6786069336070308,0.45726609774630234,0.9183341121083108,0.9750297845634751,0.9481248814206218
Multi-talker,"CMN_M_043, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_037,HT1_S011,ground,0.6769523566869469,1,c1c3874d7a9510f24d96aa13ad8666eb,11,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1414,0.7386837649614655,0.7174601001892595,0.8296943993826582,0.5276608978119564,0.6000606992689527,0.628761708007191,0.7794245895748864,0.4435175883193973,0.9357856813543574,0.4371250385605416,0.6604690528666831,0.4080420846655682,0.9088208064643591,0.9715583726298114,0.9419431257698762
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,paint,,0,d6a05565038e174b2a1c17560bdcc7f0,16,CMN_M_037,2271,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,dripped,,1,d6a05565038e174b2a1c17560bdcc7f0,16,CMN_M_037,863,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,ground,,0,d6a05565038e174b2a1c17560bdcc7f0,16,CMN_M_037,1439,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S011,paint,,0,8b3ad7cb629be6bd8ff9d20118046196,10,CMN_M_043,2272,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S011,dripped,,0,8b3ad7cb629be6bd8ff9d20118046196,10,CMN_M_043,864,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S011,ground,,0,8b3ad7cb629be6bd8ff9d20118046196,10,CMN_M_043,1440,,,1.0,,,,1.0,,,,1.0,,,,1.0
Control,"ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_066, ENG_M_055",CMN_M_032,HT1_S011,paint,,1,071c9abb1899c4a6a1a89de2b543b00a,3,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2241,,,0.7350418961927835,,,,0.7326263218346848,,,,0.6426114969356426,,,,0.9485580833770847
Control,"ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_066, ENG_M_055",CMN_M_032,HT1_S011,dripped,,1,071c9abb1899c4a6a1a89de2b543b00a,3,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",833,,,0.8159688341254143,,,,0.3887103626934331,,,,0.7058891423089867,,,,0.9497265401003958
Control,"ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_066, ENG_M_055",CMN_M_032,HT1_S011,ground,,1,071c9abb1899c4a6a1a89de2b543b00a,3,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1409,,,0.8482667077008096,,,,0.7620630823275153,,,,0.6564774085914749,,,,0.9537003487320671
Single talker,CMN_M_037,CMN_M_043,HT1_S011,paint,0.08626054146935132,0,7c22ded74c03d60a95d8b0cd59e2a3cc,2,CMN_M_037,2265,0.1592565348135037,0.12425989680606252,0.3095719969127011,0.08626054146935132,0.14298128582767183,0.1635377659524712,0.3981431666562699,0.20871368119045322,0.8799401540099665,0.20295513388316783,0.44960600286074937,0.3342097269271765,0.8799401540099665,0.9658583566459705,0.9231732463609147
Single talker,CMN_M_037,CMN_M_043,HT1_S011,dripped,0.1206568103024737,1,7c22ded74c03d60a95d8b0cd59e2a3cc,2,CMN_M_037,857,0.19998308952766025,0.16533379187831515,0.36349751457312574,0.1206568103024737,0.18662208106734546,0.21261291248126352,0.44628509008358547,0.27951414579160583,0.9011736254686076,0.2732235596636515,0.5218587323480699,0.35690336718662413,0.9011736254686076,0.9678716521489162,0.9370338836594395
Single talker,CMN_M_037,CMN_M_043,HT1_S011,ground,0.4314984306779821,1,7c22ded74c03d60a95d8b0cd59e2a3cc,2,CMN_M_037,1433,0.5338528713753697,0.48904837588594513,0.6688506713733896,0.4314984306779821,0.5131653290043654,0.5354808737153625,0.7300724727364767,0.21070057599687958,0.8806210016543167,0.20492187693531008,0.45178467097480424,0.3472082506648491,0.8806210016543167,0.9670271556811859,0.9236196184614268
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S011,paint,,0,1eacdd6a82b08a5adcb60f3fbc8967fc,11,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2242,,,0.63521157090031,,,,0.5918768983583338,,,,0.5867748023183347,,,,0.942450778441551
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S011,dripped,,0,1eacdd6a82b08a5adcb60f3fbc8967fc,11,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",834,,,0.553467700736904,,,,0.5410904535966881,,,,0.6250335000829237,,,,0.9476526840946757
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S011,ground,,0,1eacdd6a82b08a5adcb60f3fbc8967fc,11,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1410,,,0.8253616614045464,,,,0.7386652532614152,,,,0.5639450486147688,,,,0.9371483040516757
Control,"ENG_M_066, ENG_M_070, ENG_M_133, ENG_M_131, ENG_M_055",CMN_M_037,HT1_S011,paint,,1,945746ddea48f60d991f3df02f245b76,7,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2243,,,0.7980307509755463,,,,0.7354693288385229,,,,0.715922783921826,,,,0.9578802582044237
Control,"ENG_M_066, ENG_M_070, ENG_M_133, ENG_M_131, ENG_M_055",CMN_M_037,HT1_S011,dripped,,1,945746ddea48f60d991f3df02f245b76,7,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",835,,,0.7213705403318642,,,,0.523239609355642,,,,0.6283094957037076,,,,0.938861517633353
Control,"ENG_M_066, ENG_M_070, ENG_M_133, ENG_M_131, ENG_M_055",CMN_M_037,HT1_S011,ground,,1,945746ddea48f60d991f3df02f245b76,7,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1411,,,0.8022168657660262,,,,0.7045483498145613,,,,0.6564676651159924,,,,0.9490810035983779
Single talker,CMN_M_043,CMN_M_037,HT1_S011,paint,0.08626054146935132,1,e287481755f8c6d2779d32907bf15327,15,CMN_M_043,2268,0.1592565348135037,0.12425989680606252,0.3095719969127011,0.08626054146935132,0.14298128582767183,0.1635377659524712,0.3981431666562699,0.20871368119045322,0.8799401540099665,0.20295513388316783,0.44960600286074937,0.3342097269271765,0.8799401540099665,0.9658583566459705,0.9231732463609147
Single talker,CMN_M_043,CMN_M_037,HT1_S011,dripped,0.1206568103024737,0,e287481755f8c6d2779d32907bf15327,15,CMN_M_043,860,0.19998308952766025,0.16533379187831515,0.36349751457312574,0.1206568103024737,0.18662208106734546,0.21261291248126352,0.44628509008358547,0.27951414579160583,0.9011736254686076,0.2732235596636515,0.5218587323480699,0.35690336718662413,0.9011736254686076,0.9678716521489162,0.9370338836594395
Single talker,CMN_M_043,CMN_M_037,HT1_S011,ground,0.4314984306779821,0,e287481755f8c6d2779d32907bf15327,15,CMN_M_043,1436,0.5338528713753697,0.48904837588594513,0.6688506713733896,0.4314984306779821,0.5131653290043654,0.5354808737153625,0.7300724727364767,0.21070057599687958,0.8806210016543167,0.20492187693531008,0.45178467097480424,0.3472082506648491,0.8806210016543167,0.9670271556811859,0.9236196184614268
Control,"ENG_M_133, ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,paint,,1,9b3851cb01e721162cc897bc20aaa165,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2242,,,0.63521157090031,,,,0.5918768983583338,,,,0.5867748023183347,,,,0.942450778441551
Control,"ENG_M_133, ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,dripped,,1,9b3851cb01e721162cc897bc20aaa165,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",834,,,0.553467700736904,,,,0.5410904535966881,,,,0.6250335000829237,,,,0.9476526840946757
Control,"ENG_M_133, ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,ground,,1,9b3851cb01e721162cc897bc20aaa165,8,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1410,,,0.8253616614045464,,,,0.7386652532614152,,,,0.5639450486147688,,,,0.9371483040516757
Talker-specific,CMN_M_035,CMN_M_035,HT1_S011,paint,,1,21ccc85858f08cff84bc655d9e5825f3,6,CMN_M_035,2270,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_035,CMN_M_035,HT1_S011,dripped,,1,21ccc85858f08cff84bc655d9e5825f3,6,CMN_M_035,862,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_035,CMN_M_035,HT1_S011,ground,,1,21ccc85858f08cff84bc655d9e5825f3,6,CMN_M_035,1438,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_016,CMN_M_037,HT1_S011,paint,0.3638558293081675,0,1814f8dc62c0c135e8fcf33dc7efde07,3,CMN_M_016,2251,0.471964100359511,0.4229920710240203,0.6164453715652901,0.3638558293081675,0.44820706726434256,0.4649994859506963,0.6863442038045787,0.5276542943188524,0.9491495609550641,0.5216646784535524,0.721674848798558,0.6414005461281984,0.9491495609550641,0.9860224993051238,0.9679081728679041
Single talker,CMN_M_016,CMN_M_037,HT1_S011,dripped,0.05270178994216112,1,1814f8dc62c0c135e8fcf33dc7efde07,3,CMN_M_016,843,0.10066668284868903,0.08169944862456079,0.24454796864872347,0.05270178994216112,0.09669918130014467,0.1385848147440488,0.3163599567053421,0.31833017822363885,0.9107907199358756,0.3118894111904739,0.5576558093729003,0.5098821676842198,0.9107907199358756,0.9788768215089945,0.9432713049924006
Single talker,CMN_M_016,CMN_M_037,HT1_S011,ground,0.5887965975484826,0,1814f8dc62c0c135e8fcf33dc7efde07,3,CMN_M_016,1419,0.6714279223048284,0.6371338775096184,0.7761096884491093,0.5887965975484826,0.6567578242078785,0.6735465160253687,0.8189942438937636,0.32595779324369617,0.9125529448687829,0.31949776315666234,0.5644337098173798,0.456387148562534,0.9125529448687829,0.9754439662373265,0.9444115598800525
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,paint,,1,e8846de7e7a38aabe54d8a3be6dfbf04,2,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2242,,,0.63521157090031,,,,0.5918768983583338,,,,0.5867748023183347,,,,0.942450778441551
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,dripped,,1,e8846de7e7a38aabe54d8a3be6dfbf04,2,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",834,,,0.553467700736904,,,,0.5410904535966881,,,,0.6250335000829237,,,,0.9476526840946757
Control,"ENG_M_066, ENG_M_055, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_035,HT1_S011,ground,,1,e8846de7e7a38aabe54d8a3be6dfbf04,2,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1410,,,0.8253616614045464,,,,0.7386652532614152,,,,0.5639450486147688,,,,0.9371483040516757
Control,"ENG_M_066, ENG_M_070, ENG_M_131, ENG_M_133, ENG_M_055",CMN_M_037,HT1_S011,paint,,0,c611000fb39e97f892a0400b707ac62a,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2243,,,0.7980307509755463,,,,0.7354693288385229,,,,0.715922783921826,,,,0.9578802582044237
Control,"ENG_M_066, ENG_M_070, ENG_M_131, ENG_M_133, ENG_M_055",CMN_M_037,HT1_S011,dripped,,0,c611000fb39e97f892a0400b707ac62a,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",835,,,0.7213705403318642,,,,0.523239609355642,,,,0.6283094957037076,,,,0.938861517633353
Control,"ENG_M_066, ENG_M_070, ENG_M_131, ENG_M_133, ENG_M_055",CMN_M_037,HT1_S011,ground,,0,c611000fb39e97f892a0400b707ac62a,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1411,,,0.8022168657660262,,,,0.7045483498145613,,,,0.6564676651159924,,,,0.9490810035983779
Single talker,CMN_M_032,CMN_M_037,HT1_S011,paint,0.5770346045330488,1,d266e664f577579ef1471afeb54f8285,6,CMN_M_032,2258,0.6603153436990347,0.6262859142498843,0.7686517152822058,0.5770346045330488,0.6463222416094094,0.6649760253315097,0.8121713700298813,0.41566201545604503,0.9308436970132008,0.40919670772463035,0.6389689650555094,0.5003075948513772,0.9308436970132008,0.9782888481321822,0.9561983203528928
Single talker,CMN_M_032,CMN_M_037,HT1_S011,dripped,0.19049989813984552,0,d266e664f577579ef1471afeb54f8285,6,CMN_M_032,850,0.28375178664340883,0.24387083244248992,0.4522859384868454,0.19049989813984552,0.2681647928777459,0.2982948323781663,0.5318354197805949,0.46770482869187857,0.9398508246743557,0.461400960153125,0.6786069336070308,0.5897458837039342,0.9398508246743557,0.9834019366262199,0.9619706665657488
Single talker,CMN_M_032,CMN_M_037,HT1_S011,ground,0.5509826418504817,1,d266e664f577579ef1471afeb54f8285,6,CMN_M_032,1426,0.6323591374153174,0.602139861441394,0.7518453941944204,0.5509826418504817,0.6230500546298446,0.657566389133836,0.7947492266501758,0.4435175883193973,0.9357856813543574,0.4371250385605416,0.6604690528666831,0.4936018780538535,0.9357856813543574,0.9778705269723156,0.9593680418556412
Control,"ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S011,paint,,1,603305462a9b5c3ef8006c8c58299cc6,10,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2243,,,0.7980307509755463,,,,0.7354693288385229,,,,0.715922783921826,,,,0.9578802582044237
Control,"ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S011,dripped,,1,603305462a9b5c3ef8006c8c58299cc6,10,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",835,,,0.7213705403318642,,,,0.523239609355642,,,,0.6283094957037076,,,,0.938861517633353
Control,"ENG_M_131, ENG_M_055, ENG_M_066, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S011,ground,,0,603305462a9b5c3ef8006c8c58299cc6,10,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1411,,,0.8022168657660262,,,,0.7045483498145613,,,,0.6564676651159924,,,,0.9490810035983779
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,paint,,1,af80ebf1bdf22465bfa3e7ee4c0ad75c,6,CMN_M_037,2271,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,dripped,,1,af80ebf1bdf22465bfa3e7ee4c0ad75c,6,CMN_M_037,863,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,ground,,1,af80ebf1bdf22465bfa3e7ee4c0ad75c,6,CMN_M_037,1439,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_016,CMN_M_043,HT1_S011,paint,0.01583329983926965,1,e9a2c6b3f59f6990a2e100152386aac3,3,CMN_M_016,2252,0.04538646091082301,0.029360189954048974,0.1375477690785488,0.01583329983926965,0.037228289435879365,0.04476516601729131,0.2122091675151852,0.19038192517462382,0.8733612841208579,0.18482549910010518,0.4290047483054055,0.3513508098239183,0.8733612841208579,0.9673907537902281,0.9188533645226927
Single talker,CMN_M_016,CMN_M_043,HT1_S011,dripped,0.07111296775234228,1,e9a2c6b3f59f6990a2e100152386aac3,3,CMN_M_016,844,0.12442830782773567,0.10542890478990667,0.2822481574092721,0.07111296775234228,0.12266225138379196,0.17747033739511386,0.3518152414874659,0.27484685879485427,0.8999357241681859,0.2685805393989476,0.5173945210144175,0.40682324427527883,0.8999357241681859,0.9718960876342424,0.9362292007597008
Single talker,CMN_M_016,CMN_M_043,HT1_S011,ground,0.5549790797145457,1,e9a2c6b3f59f6990a2e100152386aac3,3,CMN_M_016,1420,0.6464162607558819,0.6058547836464745,0.7544500322792758,0.5549790797145457,0.626634558023232,0.6423464472110384,0.803556521657443,0.30139975038979955,0.9067364035947946,0.2950134853550138,0.5423211922545266,0.4435644096860193,0.9067364035947946,0.9745632664614012,0.9406447968862144
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S011,paint,0.5770346045330488,1,8c1d866020539780cb3fe82870db3b28,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",2246,0.6603153436990347,0.6262859142498843,0.7686517152822058,0.3668835340866439,0.43988858344042026,0.4608293140123365,0.6574190781063394,0.5276542943188524,0.9491495609550641,0.5216646784535524,0.721674848798558,0.5093192488237175,0.9261562607960879,0.9781782873569569,0.9531101102522751
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S011,dripped,0.41718725774556165,0,8c1d866020539780cb3fe82870db3b28,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",838,0.5124802430826106,0.4752100244073632,0.6581421020398368,0.2195525036437919,0.2905119116932744,0.3238179801598094,0.5305572145576478,0.46770482869187857,0.9398508246743557,0.461400960153125,0.6786069336070308,0.45726609774630234,0.9183341121083108,0.9750297845634751,0.9481248814206218
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S011,ground,0.6769523566869469,1,8c1d866020539780cb3fe82870db3b28,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1414,0.7386837649614655,0.7174601001892595,0.8296943993826582,0.5276608978119564,0.6000606992689527,0.628761708007191,0.7794245895748864,0.4435175883193973,0.9357856813543574,0.4371250385605416,0.6604690528666831,0.4080420846655682,0.9088208064643591,0.9715583726298114,0.9419431257698762
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,paint,,0,1329245b529ec7f8e65f5aed056798d6,11,CMN_M_037,2271,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S011,dripped,,0,1329245b529ec7f8e65f5aed056798d6,11,CMN_M_037,863,,,1.0,,,,1.0,,,,1.0,,,,1.0
